Year,Status,Life Expectancy,Adult Mortality,Infant Deaths,Alcohol,Percentage Expenditure,Hepatitis B,Measles,BMI,Under-Five Deaths,Polio,Health Expenditure,Diphtheria,HIV/AIDS,GDP,Population,Income Composition of Resources,Schooling,Thinness 5-19 Years
2012,Developing,67.8,231.0,1,0.01,253.829,99.0,0,Obese,2,99.0,4.22,99.0,0.1,4368.822,2814226.0,0.712,14.7,4.5
2011,Developing,67.3,235.0,1,0.01,257.84,99.0,0,Obese,2,99.0,4.45,99.0,0.1,3769.595,2761516.0,0.701,14.6,4.5
2010,Developing,66.3,25.0,1,5.8,22.316,96.0,7,Obese,2,96.0,4.7,96.0,0.1,265.354,271265.0,0.693,14.3,4.5
2009,Developing,66.9,235.0,1,4.61,134.168,97.0,8,Obese,2,96.0,5.29,95.0,0.1,1717.899,2668289.0,0.686,13.8,4.5
2008,Developing,67.4,225.0,2,4.26,181.012,96.0,31,Obese,2,95.0,5.58,96.0,0.1,2139.626,2628131.0,0.673,13.4,4.5
2007,Developing,65.9,26.0,2,3.79,126.698,98.0,12,Obese,2,99.0,5.6,95.0,0.1,1634.814,259167.0,0.661,13.0,4.6
2006,Developing,65.0,271.0,2,2.91,122.121,98.0,26,Obese,2,98.0,4.68,99.0,0.1,1334.652,255812.0,0.649,12.7,4.6
2005,Developing,64.5,274.0,2,2.75,98.684,98.0,0,Obese,2,99.0,5.9,99.0,0.1,998.823,2526446.0,0.637,11.8,4.699999999999999
2004,Developing,64.0,284.0,2,1.75,73.242,98.0,0,Obese,2,99.0,5.99,99.0,0.1,797.838,2496832.0,0.621,11.2,4.699999999999999
2003,Developing,64.0,271.0,2,1.31,56.057,98.0,18,Underweight,2,98.0,6.18,98.0,0.1,646.561,2469286.0,0.609,10.5,4.9
2002,Developing,63.8,263.0,2,2.43,55.609,98.0,1205,Obese,2,98.0,5.81,98.0,0.1,571.519,2443659.0,0.599,10.1,4.9
2001,Developing,63.2,266.0,2,2.87,61.849,95.0,10677,Obese,3,95.0,5.45,95.0,0.1,524.146,2419776.0,0.588,9.4,5.1
2000,Developing,62.8,274.0,2,2.79,56.431,93.0,925,Obese,3,94.0,4.92,94.0,0.1,474.213,2397436.0,0.582,8.9,5.2
2014,Developing,75.9,17.0,0,0.01,726.029,87.0,0,Obese,0,91.0,6.42,91.0,0.1,7378.345,62181.0,0.803,15.1,3.7
2013,Developing,75.8,19.0,0,0.01,707.145,9.0,0,Underweight,0,94.0,6.43,94.0,0.1,7186.43,62127.0,0.799,15.1,3.7
2012,Developing,75.6,11.0,0,0.01,648.133,9.0,0,Underweight,0,94.0,7.25,94.0,0.1,6586.719,6261.0,0.797,15.1,3.8
2011,Developing,75.4,113.0,0,6.56,666.737,91.0,5,Obese,0,95.0,6.92,95.0,0.1,7318.742,6279.0,0.792,15.1,3.9
2010,Developing,75.3,115.0,0,6.56,635.485,9.0,5,Obese,0,93.0,6.9,94.0,0.1,6682.281,619428.0,0.787,15.0,4.0
2009,Developing,75.0,117.0,0,6.45,489.682,87.0,0,Obese,0,91.0,6.7,92.0,0.1,6698.794,618294.0,0.785,14.6,4.1
2008,Developing,74.6,121.0,0,6.17,709.131,93.0,0,Obese,0,95.0,6.13,95.0,0.1,7325.735,616969.0,0.774,14.2,4.2
2007,Developing,74.2,125.0,0,4.98,678.519,9.0,0,Obese,0,92.0,6.74,92.0,0.1,5957.146,615875.0,0.762,13.6,4.300000000000001
2006,Developing,73.8,13.0,0,5.38,595.731,9.0,0,Obese,0,9.0,8.1,9.0,0.1,4383.596,61525.0,0.751,13.2,4.4
2014,Developing,74.1,96.0,18,0.43,198.734,99.0,10,Obese,21,99.0,5.91,99.0,0.1,3154.513,3431882.0,0.64,12.1,12.600000000000001
2013,Developing,73.9,97.0,18,0.45,179.86,99.0,92,Obese,21,99.0,5.94,99.0,0.1,3111.763,33824769.0,0.634,12.1,12.600000000000001
2012,Developing,73.6,99.0,19,0.55,19.159,99.0,668,Obese,22,99.0,6.15,99.0,0.1,294.747,33333789.0,0.623,11.6,12.5
2011,Developing,73.3,14.0,19,0.54,22.095,98.0,982,Obese,22,98.0,5.99,99.0,0.1,339.916,32858823.0,0.612,11.2,12.5
2010,Developing,72.8,11.0,20,0.56,183.659,98.0,633,Obese,23,99.0,5.86,99.0,0.1,2834.247,3249639.0,0.603,10.7,12.5
2009,Developing,72.3,116.0,20,0.62,188.29,98.0,834,Obese,23,99.0,5.67,99.0,0.1,2861.554,31989897.0,0.596,10.5,12.600000000000001
2008,Developing,71.8,123.0,21,0.51,171.366,97.0,1455,Obese,24,99.0,5.41,99.0,0.1,2884.948,31596855.0,0.589,10.3,12.7
2007,Developing,71.4,128.0,21,0.56,157.643,95.0,2248,Underweight,25,95.0,5.48,95.0,0.1,2494.354,31225881.0,0.581,10.0,12.7
2006,Developing,71.0,133.0,22,0.58,127.763,95.0,1217,Obese,25,97.0,5.23,97.0,0.1,2191.479,3869346.0,0.575,10.0,12.7
2005,Developing,77.0,137.0,22,0.47,9.469,96.0,0,Obese,26,98.0,5.6,98.0,0.1,213.756,35217.0,0.569,9.8,12.8
2004,Developing,72.0,142.0,23,0.56,100.364,95.0,6399,Obese,27,97.0,5.22,97.0,0.1,1948.812,3179285.0,0.561,9.6,12.9
2003,Developing,69.9,146.0,24,0.58,88.165,9.0,10841,Obese,28,91.0,5.25,91.0,0.1,1721.974,29843937.0,0.551,9.3,13.0
2002,Developing,69.5,15.0,25,0.46,66.729,92.0,6000,Obese,29,94.0,5.31,94.0,0.1,1413.757,29512368.0,0.54,8.8,13.1
2001,Developing,69.0,155.0,26,0.46,71.116,84.0,2724,Obese,30,93.0,4.44,96.0,0.1,1336.775,29181832.0,0.53,8.5,13.2
2000,Developing,68.6,16.0,27,0.45,63.421,43.0,7368,Obese,32,95.0,4.18,95.0,0.1,1332.382,28849621.0,0.519,8.0,13.3
2014,Developing,56.7,375.0,61,0.01,54.912,79.0,9,Normal,84,79.0,6.98,79.0,4.1,623.287,27212382.0,0.409,9.1,7.1
2013,Developing,55.3,46.0,62,1.16,5.813,78.0,8,Normal,87,78.0,5.9,78.0,5.1,65.986,26434372.0,0.405,9.1,7.1
2012,Developing,54.8,48.0,64,1.19,49.91,76.0,145,Normal,90,73.0,5.58,76.0,6.9,566.514,2567666.0,0.4,9.2,7.1
2011,Developing,54.3,47.0,66,0.94,40.806,76.0,177,Underweight,94,73.0,6.23,76.0,9.6,526.531,249395.0,0.397,9.5,7.300000000000001
2010,Developing,54.0,47.0,69,0.96,5.743,74.0,2321,Underweight,98,73.0,5.38,74.0,10.8,419.226,2422145.0,0.39,9.3,7.300000000000001
2009,Developing,53.8,4.0,70,1.18,39.752,74.0,60,Underweight,101,74.0,5.43,74.0,11.3,463.853,2352463.0,0.382,9.2,7.300000000000001
2008,Developing,53.2,45.0,72,1.48,0.797,75.0,4,Normal,104,74.0,4.91,75.0,12.6,53.128,22846758.0,0.372,8.8,7.4
2007,Developing,52.1,425.0,74,1.03,53.95,75.0,267,Normal,108,75.0,5.25,75.0,14.1,422.146,22188387.0,0.36,8.2,7.5
2006,Developing,51.2,434.0,78,1.2,58.596,75.0,183,Normal,113,73.0,6.51,78.0,16.3,385.757,21547463.0,0.353,7.9,7.5
2005,Developing,58.0,434.0,80,1.23,67.334,75.0,12598,Normal,117,71.0,6.87,8.0,16.2,369.155,29237.0,0.341,7.3,7.699999999999999
2004,Developing,54.0,429.0,82,1.54,46.582,76.0,9396,Underweight,120,69.0,5.91,83.0,15.9,336.332,231275.0,0.332,7.0,7.699999999999999
2003,Developing,51.0,424.0,85,1.68,42.527,76.0,28898,Underweight,124,67.0,6.39,85.0,15.3,283.891,19716598.0,0.318,6.7,7.9
2002,Developing,49.8,416.0,87,2.16,40.826,76.0,7155,Underweight,127,76.0,6.45,76.0,14.5,262.885,19139658.0,0.311,6.2,8.0
2001,Developing,49.5,48.0,90,2.09,37.825,25.0,7085,Underweight,132,72.0,5.64,73.0,13.4,256.441,18588758.0,0.298,5.8,8.1
2014,Developing,66.4,21.0,40,0.01,45.338,88.0,122,Normal,52,88.0,2.28,88.0,0.3,1262.894,51924182.0,0.547,9.1,26.0
2013,Developing,66.2,22.0,42,0.7,38.338,75.0,1010,Normal,55,76.0,2.16,75.0,0.4,1168.839,51448196.0,0.54,9.1,26.1
2012,Developing,65.9,25.0,44,0.55,38.428,58.0,2175,Normal,58,87.0,2.22,84.0,0.5,1171.583,5986514.0,0.533,9.1,26.2
2011,Developing,65.6,27.0,47,0.33,21.237,4.0,2046,Underweight,61,9.0,1.87,84.0,0.5,1186.424,555331.0,0.526,9.1,26.3
2010,Developing,65.4,29.0,49,0.3,17.483,92.0,190,Normal,65,9.0,1.92,9.0,0.5,987.737,5155896.0,0.515,8.8,26.4
2009,Developing,65.2,211.0,52,0.28,11.052,91.0,329,Normal,69,9.0,2.5,9.0,0.6,741.777,49869.0,0.504,8.5,26.5
2008,Developing,59.2,296.0,59,0.3,9.53,85.0,333,Underweight,96,85.0,1.87,85.0,0.6,643.951,49479752.0,0.493,8.2,26.6
2007,Developing,64.5,217.0,58,0.26,0.531,85.0,1088,Underweight,78,84.0,1.68,86.0,0.6,41.451,49171586.0,0.484,8.1,26.7
2006,Developing,64.2,22.0,61,0.28,4.633,75.0,760,Underweight,83,82.0,1.78,82.0,0.6,296.973,48846474.0,0.474,8.0,26.7
2005,Developing,63.9,224.0,64,0.28,2.794,62.0,314,Underweight,87,86.0,1.83,73.0,0.5,247.243,48482614.0,0.465,7.9,26.799999999999997
2004,Developing,63.5,228.0,66,0.44,4.155,39.0,1329,Underweight,90,92.0,1.97,82.0,0.5,219.816,487377.0,0.455,7.8,26.9
2003,Developing,63.2,231.0,69,0.4,3.824,8.0,830,Underweight,93,86.0,1.97,78.0,0.5,219.782,47624894.0,0.445,7.7,26.9
2014,Developing,65.9,242.0,2,0.01,751.398,88.0,477,Obese,3,88.0,8.93,88.0,2.2,5421.344,237992.0,0.632,11.7,17.1
2013,Developing,66.1,232.0,3,0.01,760.655,89.0,1028,Obese,3,89.0,8.53,89.0,2.5,5488.132,231652.0,0.625,11.6,17.9
2012,Developing,65.8,232.0,3,0.01,796.873,84.0,86,Obese,4,84.0,8.24,84.0,3.7,5749.448,2263934.0,0.619,11.5,18.9
2011,Developing,64.3,268.0,3,7.84,7.896,82.0,79,Obese,4,85.0,8.78,82.0,4.7,56.971,2215621.0,0.612,11.5,19.8
2010,Developing,63.0,299.0,3,7.58,719.554,83.0,3138,Obese,4,83.0,7.89,83.0,6.2,5191.584,217317.0,0.604,11.4,2.8
2014,Developing,69.6,158.0,18,0.01,8.523,92.0,1279,Normal,22,92.0,5.8,92.0,0.1,76.239,28323241.0,0.551,12.4,32.2
2013,Developing,69.3,162.0,19,0.27,80.155,92.0,1861,Underweight,24,92.0,5.69,92.0,0.1,688.617,2798531.0,0.545,12.3,32.6
2012,Developing,68.9,167.0,20,0.26,80.588,9.0,3362,Underweight,25,9.0,5.89,9.0,0.2,681.793,27649925.0,0.538,12.3,33.0
2011,Developing,68.4,172.0,22,0.27,112.123,92.0,2359,Underweight,27,92.0,6.73,92.0,0.2,692.117,27327147.0,0.529,12.0,33.4
2010,Developing,68.0,178.0,23,0.24,84.623,82.0,190,Underweight,30,83.0,6.43,82.0,0.2,592.184,2723137.0,0.515,11.1,33.9
2009,Developing,67.5,183.0,25,0.22,6.194,89.0,189,Underweight,32,93.0,6.41,89.0,0.2,48.73,2674113.0,0.502,10.5,34.3
2008,Developing,67.0,189.0,27,0.21,70.271,82.0,2089,Underweight,35,82.0,6.44,82.0,0.2,473.844,26475859.0,0.492,10.1,34.6
2007,Developing,66.6,194.0,29,0.2,52.229,82.0,1415,Underweight,38,82.0,5.84,82.0,0.2,393.884,26214847.0,0.486,10.0,35.0
2006,Developing,66.0,21.0,31,0.2,45.88,69.0,2838,Underweight,41,91.0,5.7,89.0,0.2,348.631,2594618.0,0.476,9.6,35.4
2005,Developing,65.4,28.0,33,0.2,4.26,41.0,5023,Underweight,44,78.0,5.72,75.0,0.2,317.892,2564287.0,0.469,9.4,35.8
2004,Developing,64.7,218.0,35,0.21,31.932,27.0,12074,Underweight,47,8.0,5.82,8.0,0.2,287.416,2539449.0,0.463,9.3,36.2
2003,Developing,64.3,22.0,38,0.2,2.791,2.0,13344,Underweight,50,76.0,5.48,78.0,0.1,253.724,2495623.0,0.457,9.2,36.6
2014,Developed,81.7,58.0,1,0.01,1491.704,92.0,140,Obese,1,96.0,1.9,96.0,0.1,52157.469,168658.0,0.923,18.1,1.9
2013,Developed,81.4,6.0,1,8.68,1475.03,51.0,2632,Obese,1,97.0,11.4,97.0,0.1,51574.489,1684432.0,0.922,18.1,1.9
2012,Developed,81.1,62.0,1,9.05,1162.657,2.0,10,Underweight,1,97.0,11.1,97.0,0.1,49474.756,16754962.0,0.921,18.1,1.9
2011,Developed,81.1,63.0,1,8.96,1047.37,2.0,51,Obese,1,97.0,1.53,97.0,0.1,5354.654,1669374.0,0.911,17.2,1.9
2014,Developing,74.5,148.0,2,3.55,473.124,98.0,0,Obese,3,99.0,9.4,98.0,0.1,1975.465,613997.0,0.636,11.6,3.5
2013,Developing,73.9,157.0,2,3.58,366.484,98.0,0,Obese,3,99.0,8.43,98.0,0.1,1847.198,5945747.0,0.63,11.5,3.5
2012,Developing,73.9,157.0,2,3.63,334.817,98.0,0,Obese,3,99.0,8.4,98.0,0.1,1792.384,587718.0,0.625,11.5,3.5
2011,Developing,74.5,147.0,3,3.39,321.613,98.0,0,Underweight,3,99.0,6.39,98.0,0.1,1682.958,58782.0,0.62,11.5,3.6
2010,Developing,73.2,154.0,3,3.38,302.705,98.0,0,Underweight,3,99.0,6.58,98.0,0.1,1526.498,5737723.0,0.614,11.4,3.7
2009,Developing,73.2,163.0,3,3.36,292.753,98.0,0,Obese,3,99.0,6.82,98.0,0.2,1464.498,5666581.0,0.613,11.3,3.7
2008,Developing,72.5,169.0,3,3.64,275.064,97.0,0,Obese,3,97.0,6.98,97.0,0.2,1518.854,559456.0,0.607,11.1,3.7
2007,Developing,72.5,173.0,3,3.83,253.001,93.0,0,Obese,4,93.0,6.91,93.0,0.2,1344.319,552216.0,0.601,11.0,3.9
2006,Developing,73.0,17.0,3,3.69,21.411,88.0,0,Obese,4,88.0,6.33,88.0,0.3,124.993,545211.0,0.597,11.0,3.9
2005,Developing,71.2,194.0,3,3.7,218.572,86.0,0,Obese,4,87.0,6.11,86.0,0.3,1175.116,5379328.0,0.592,11.0,3.9
2004,Developing,71.0,194.0,4,3.81,36.816,79.0,0,Obese,4,8.0,6.13,79.0,0.3,191.552,53973.0,0.587,11.0,4.1
2003,Developing,76.0,198.0,4,3.77,2.542,86.0,0,Obese,5,86.0,6.12,86.0,0.3,115.565,524879.0,0.583,11.0,4.1
2002,Developing,75.0,197.0,4,3.5,2.092,85.0,0,Obese,5,85.0,5.71,85.0,0.4,11.147,5171734.0,0.577,10.7,4.300000000000001
2001,Developing,73.0,193.0,4,3.51,22.356,87.0,0,Obese,5,89.0,5.26,87.0,0.4,143.676,5175.0,0.57,10.4,4.300000000000001
2000,Developing,73.0,192.0,4,3.61,15.255,83.0,0,Obese,5,85.0,5.39,83.0,0.4,116.274,526796.0,0.562,10.1,4.300000000000001
2014,Developing,61.4,223.0,49,0.01,3.304,68.0,1142,Normal,88,67.0,5.82,68.0,0.5,43.646,19148219.0,0.345,5.3,19.4
2013,Developing,69.0,227.0,49,0.01,31.502,67.0,1224,Normal,89,56.0,5.9,67.0,0.6,416.148,18426372.0,0.341,5.3,10.9
2012,Developing,63.0,232.0,49,0.01,29.755,71.0,272,Underweight,90,71.0,6.11,71.0,0.7,391.516,17731634.0,0.331,5.1,2.4000000000000004
2011,Developing,59.4,241.0,50,0.15,32.225,75.0,771,Underweight,93,4.0,6.66,75.0,0.7,375.582,1764636.0,0.323,4.8,2.8
2010,Developing,58.2,252.0,50,0.12,5.884,7.0,372,Underweight,95,75.0,6.36,7.0,0.9,348.152,16425578.0,0.312,4.5,3.3
2009,Developing,57.1,263.0,51,0.11,5.665,71.0,801,Underweight,99,71.0,6.98,71.0,1.1,341.289,15813913.0,0.307,4.2,12.8
2014,Developing,53.6,362.0,490,0.01,263.211,49.0,6855,Normal,759,49.0,3.67,49.0,3.9,3221.678,1764652.0,0.521,10.0,11.0
2013,Developing,53.2,367.0,498,8.3,194.203,46.0,52852,Normal,773,46.0,3.7,46.0,3.9,2996.964,17182933.0,0.514,9.8,2.5999999999999996
2012,Developing,52.7,374.0,505,8.54,204.719,42.0,6447,Normal,788,42.0,3.3,42.0,4.4,2755.298,167297284.0,0.507,9.7,3.3
2011,Developing,52.3,375.0,513,8.75,187.573,46.0,18843,Normal,802,48.0,3.69,48.0,4.7,2527.942,16287776.0,0.5,9.6,12.9
2010,Developing,52.0,374.0,521,8.9,133.123,49.0,8491,Normal,817,54.0,3.47,54.0,4.8,2327.327,158578261.0,0.492,9.5,22.5
2009,Developing,51.6,376.0,527,9.05,14.568,63.0,1272,Normal,832,66.0,4.24,63.0,4.9,197.661,15442181.0,0.487,9.3,23.299999999999997
2008,Developing,59.0,386.0,536,9.3,105.591,41.0,9960,Normal,848,6.0,4.0,53.0,5.0,1383.893,1534739.0,0.481,9.2,23.9
2007,Developing,55.0,388.0,542,9.55,104.475,42.0,2613,Underweight,863,54.0,4.47,42.0,5.2,1136.83,14641724.0,0.477,9.1,24.6
2006,Developing,49.8,396.0,549,9.66,10.358,27.0,704,Normal,879,46.0,3.66,4.0,5.3,119.743,14261494.0,0.466,9.0,25.2
2005,Developing,49.2,4.0,556,9.71,6.416,18.0,110927,Normal,893,45.0,4.11,36.0,5.4,87.894,138939478.0,0.463,8.9,25.8
2014,Developing,66.2,162.0,359,0.01,62.294,72.0,1370,Normal,442,72.0,2.61,72.0,0.1,1316.99,185546257.0,0.542,7.8,39.2
2013,Developing,66.0,163.0,365,0.04,60.186,72.0,8749,Normal,450,72.0,2.7,72.0,0.1,1272.442,181712595.0,0.538,7.7,21.6
2012,Developing,65.7,165.0,369,0.04,59.659,72.0,8046,Normal,456,72.0,2.76,72.0,0.1,1261.29,177911533.0,0.529,7.6,22.0
2011,Developing,65.5,167.0,371,0.04,57.877,74.0,4386,Normal,459,75.0,3.1,74.0,0.1,1226.215,174184265.0,0.525,7.5,4.4
2010,Developing,65.1,172.0,372,0.04,0.668,82.0,4321,Normal,461,82.0,3.2,82.0,0.1,14.142,1756182.0,0.521,7.5,4.9
2009,Developing,64.8,175.0,371,0.03,0.697,78.0,863,Normal,460,7.0,2.94,71.0,0.1,16.64,1674958.0,0.514,7.3,5.4
2008,Developing,64.6,177.0,369,0.03,5.447,65.0,1129,Underweight,460,7.0,3.26,62.0,0.1,139.313,16364463.0,0.513,7.3,23.8
2007,Developing,64.4,178.0,367,0.03,3.913,75.0,2801,Underweight,459,75.0,3.35,75.0,0.1,95.433,16332974.0,0.505,6.7,24.1
2006,Developing,64.2,179.0,365,0.03,40.368,78.0,7641,Normal,458,77.0,3.4,78.0,0.1,873.773,15793993.0,0.501,6.5,42.5
2005,Developing,62.9,2.0,364,0.04,30.593,7.0,2981,Normal,459,78.0,2.91,77.0,0.1,711.47,15399667.0,0.487,6.1,42.9
2004,Developing,63.7,183.0,364,0.01,28.983,65.0,4248,Underweight,461,65.0,2.56,65.0,0.1,649.848,15783.0,0.474,5.6,43.2
2003,Developing,63.5,185.0,366,0.01,24.235,63.0,4740,Underweight,466,69.0,2.61,67.0,0.1,563.594,1477341.0,0.465,5.6,43.6
2014,Developing,77.6,119.0,1,6.74,1842.464,8.0,0,Obese,1,8.0,8.3,8.0,0.1,12593.737,393986.0,0.78,13.0,3.7
2013,Developing,77.5,118.0,1,6.89,1694.467,8.0,0,Obese,1,81.0,8.9,8.0,0.1,11685.98,3838462.0,0.773,12.9,3.8
2012,Developing,77.2,12.0,1,6.95,201.749,85.0,0,Obese,1,87.0,7.25,85.0,0.1,1589.827,3772938.0,0.765,12.8,3.8
2011,Developing,77.3,121.0,1,6.9,119.212,87.0,4,Obese,1,91.0,7.5,87.0,0.1,927.723,377782.0,0.758,12.9,3.9
2010,Developing,76.5,122.0,1,6.94,1199.32,94.0,0,Obese,2,95.0,8.5,94.0,0.1,7937.26,3643222.0,0.756,12.8,3.9
2009,Developing,76.8,127.0,1,6.87,1092.155,85.0,0,Obese,2,85.0,7.56,85.0,0.1,7429.628,3579385.0,0.755,12.8,3.9
2008,Developing,76.5,127.0,1,6.74,956.823,86.0,0,Obese,2,86.0,6.75,86.0,0.1,6973.928,3516268.0,0.75,12.8,4.0
2007,Developing,76.4,124.0,1,6.16,76.251,85.0,0,Obese,2,84.0,6.31,85.0,0.2,668.867,345387.0,0.743,12.9,4.1
2006,Developing,76.2,125.0,1,5.72,631.125,88.0,0,Obese,2,98.0,7.0,88.0,0.1,5348.518,339195.0,0.744,12.9,4.1
2005,Developing,75.8,122.0,1,5.53,623.91,92.0,0,Underweight,2,88.0,7.48,92.0,0.1,4916.549,333465.0,0.74,12.9,4.2
2004,Developing,75.8,123.0,1,5.69,527.608,95.0,0,Obese,2,92.0,8.9,95.0,0.2,4591.893,3269541.0,0.733,12.8,4.300000000000001
2003,Developing,75.5,126.0,1,5.52,58.46,98.0,0,Obese,2,95.0,7.6,98.0,0.1,4267.136,329174.0,0.728,12.8,4.4
2002,Developing,75.7,125.0,1,5.52,78.809,98.0,0,Obese,2,99.0,8.3,99.0,0.2,4126.147,3149265.0,0.725,12.6,4.5
2001,Developing,75.5,124.0,2,5.43,7.321,98.0,0,Obese,2,95.0,7.72,99.0,0.1,446.373,389684.0,0.721,12.4,4.6
2014,Developing,62.7,278.0,10,0.01,208.231,67.0,2299,Obese,13,64.0,4.26,73.0,0.7,2182.717,7755785.0,0.511,10.0,2.6
2013,Developing,62.4,281.0,10,0.01,25.709,73.0,12,Obese,13,8.0,4.78,79.0,0.8,229.954,7592865.0,0.506,10.0,2.6
2012,Developing,62.2,284.0,10,0.01,31.636,68.0,0,Obese,13,81.0,4.55,74.0,1.0,271.319,743836.0,0.501,9.9,2.6
2011,Developing,62.0,285.0,10,0.88,23.407,66.0,0,Obese,13,69.0,4.94,72.0,1.0,177.867,7269348.0,0.494,9.9,2.6
2010,Developing,61.8,286.0,10,0.79,19.0,56.0,0,Obese,14,72.0,4.18,67.0,1.1,1366.879,718239.0,0.485,9.6,2.7
2009,Developing,61.6,288.0,11,0.82,20.533,66.0,0,Obese,14,79.0,4.36,73.0,1.1,1166.663,6947447.0,0.477,9.2,2.7
2008,Developing,61.4,29.0,11,0.81,103.728,59.0,0,Obese,14,76.0,4.6,63.0,1.3,1178.725,6787187.0,0.469,8.9,2.7
2007,Developing,61.1,295.0,11,0.71,85.718,61.0,0,Obese,14,72.0,4.4,71.0,1.4,956.669,6627922.0,0.461,8.6,2.7
2006,Developing,68.0,299.0,11,0.64,126.614,71.0,1,Obese,14,67.0,5.92,72.0,1.5,854.347,647272.0,0.454,8.2,2.8
2005,Developing,64.0,37.0,11,0.84,12.056,63.0,1222,Obese,15,61.0,6.42,72.0,1.5,77.577,631479.0,0.446,7.9,2.8
2004,Developing,59.9,314.0,11,0.58,158.002,6.0,1385,Underweight,15,59.0,8.39,62.0,1.5,637.362,6161517.0,0.439,7.6,2.9
2003,Developing,59.6,321.0,11,0.59,124.379,67.0,3863,Obese,14,62.0,6.79,68.0,1.4,588.358,61724.0,0.433,7.2,2.9
2002,Developing,59.3,327.0,11,0.61,110.98,6.0,17620,Obese,14,54.0,7.69,61.0,1.4,511.666,5862316.0,0.428,6.9,3.0
2001,Developing,59.1,331.0,11,0.68,93.373,59.0,4023,Obese,14,52.0,6.68,55.0,1.3,539.415,5716152.0,0.422,6.6,3.0
2000,Developing,58.9,335.0,11,0.73,62.563,57.0,7135,Obese,14,51.0,3.98,59.0,1.1,631.947,5572222.0,0.418,6.2,3.1
2014,Developing,73.9,147.0,3,0.01,561.768,87.0,0,Obese,3,83.0,9.81,87.0,0.2,4712.823,6552584.0,0.688,12.3,3.9
2013,Developing,73.8,148.0,3,5.03,573.435,86.0,0,Obese,3,8.0,1.49,86.0,0.2,4479.959,646574.0,0.679,12.3,3.9
2012,Developing,73.6,148.0,3,5.36,441.845,87.0,0,Obese,3,83.0,1.33,87.0,0.1,3855.538,6379219.0,0.679,12.3,4.0
2011,Developing,73.4,15.0,3,5.79,472.193,89.0,0,Obese,3,84.0,9.42,89.0,0.1,3988.119,6293783.0,0.675,12.3,4.1
2010,Developing,73.2,152.0,3,5.65,359.976,89.0,0,Obese,3,85.0,9.1,89.0,0.1,3225.592,629877.0,0.664,12.4,4.1
2009,Developing,73.0,155.0,3,5.39,30.935,85.0,0,Obese,3,81.0,9.14,85.0,0.1,2599.596,6127837.0,0.663,12.1,4.1
2008,Developing,72.7,157.0,3,6.14,34.739,87.0,0,Obese,4,85.0,7.6,89.0,0.1,359.992,647117.0,0.654,11.9,4.2
2007,Developing,72.5,159.0,3,5.61,318.62,86.0,0,Obese,4,95.0,6.41,95.0,0.1,2312.193,5966159.0,0.649,12.0,4.300000000000001
2006,Developing,72.3,161.0,3,5.61,26.181,92.0,0,Obese,4,98.0,6.43,98.0,0.2,189.715,5882796.0,0.648,12.1,4.4
2005,Developing,72.1,163.0,3,6.38,20.68,92.0,0,Obese,4,96.0,6.7,96.0,0.2,157.146,5795494.0,0.646,12.3,4.5
2004,Developing,71.9,165.0,3,6.2,20.601,9.0,0,Obese,4,92.0,5.78,92.0,0.2,148.528,57374.0,0.639,12.1,4.5
2003,Developing,71.7,166.0,4,6.64,155.423,86.0,0,Obese,4,86.0,5.99,86.0,0.1,1174.779,56795.0,0.642,12.7,4.699999999999999
2014,Developing,75.3,125.0,8,0.01,973.729,88.0,0,Obese,10,78.0,5.47,88.0,0.1,6491.524,3973354.0,0.735,13.4,2.2
2013,Developing,75.3,125.0,8,5.38,946.652,88.0,0,Obese,11,71.0,5.23,88.0,0.1,6583.116,3565716.0,0.731,13.4,2.2
2012,Developing,74.9,129.0,9,5.14,885.986,95.0,0,Obese,11,94.0,5.18,95.0,0.1,6387.785,3158966.0,0.725,13.4,2.2
2011,Developing,74.5,133.0,9,4.83,759.538,91.0,0,Obese,12,91.0,4.93,91.0,0.2,5771.566,29759989.0,0.721,13.4,2.2
2010,Developing,73.7,14.0,10,4.72,69.439,93.0,0,Obese,12,92.0,5.3,93.0,0.2,522.493,29373646.0,0.708,13.3,2.2
2009,Developing,73.8,14.0,10,4.69,570.453,93.0,0,Obese,13,92.0,5.36,93.0,0.3,4166.934,29157.0,0.706,13.3,2.4
2008,Developing,73.9,138.0,11,4.85,58.499,93.0,1,Underweight,14,93.0,4.73,93.0,0.3,428.878,2864198.0,0.7,13.2,2.4
2007,Developing,74.0,133.0,11,4.29,516.404,93.0,0,Underweight,15,93.0,4.6,93.0,0.3,3611.215,28292724.0,0.696,13.2,2.4
2006,Developing,74.2,134.0,12,4.22,448.767,94.0,0,Obese,15,94.0,4.47,94.0,0.4,3171.499,27949944.0,0.693,13.0,2.4
2005,Developing,72.8,148.0,13,4.44,411.565,94.0,0,Obese,16,66.0,4.72,77.0,0.4,2754.783,276141.0,0.692,13.0,2.6
2004,Developing,72.2,151.0,14,4.27,356.939,92.0,0,Obese,18,81.0,4.56,86.0,0.4,2448.144,27273194.0,0.685,12.8,2.6
2003,Developing,72.1,152.0,15,4.5,34.703,65.0,0,Obese,19,95.0,4.6,94.0,0.4,218.26,26937738.0,0.686,13.3,2.6
2014,Developing,68.4,214.0,54,4.52,31.272,67.0,58848,Normal,68,77.0,4.71,67.0,0.1,2842.938,112249.0,0.676,11.7,10.7
